status,funding_rounds,funding_total_usd,milestones,relationships,age,success_status,success_binary
acquired,,,1.0,2.0,7.0,1,1
operating,1.0,8000000.0,3.0,7.0,9.0,0,0
operating,,,,,3.96,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,1.0,1.0,4.78,0,0
closed,2.0,120000.0,,2.0,1.08,0,0
closed,1.0,,1.0,3.0,0.76,0,0
operating,2.0,100000.0,1.0,5.0,2.75,0,0
operating,,,1.0,3.0,7.0,0,0
operating,,,1.0,6.0,7.0,0,0
operating,1.0,,1.0,3.0,4.58,0,0
operating,2.0,300000.0,1.0,1.0,5.23,0,0
operating,,,,2.0,7.5,0,0
operating,,,1.0,2.0,3.48,0,0
operating,,,1.0,2.0,3.36,0,0
operating,,,3.0,6.0,3.58,0,0
operating,,,,,3.95,0,0
operating,4.0,3300000.0,3.0,6.0,9.0,0,0
operating,,,1.0,3.0,7.0,0,0
operating,,,2.0,5.0,13.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,1.0,1.0,12.03,0,0
operating,,,,6.0,4.16,0,0
operating,,,2.0,3.0,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,1.0,750000000.0,1.0,28.0,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,2.0,5200000.0,2.0,7.0,6.0,0,0
operating,,,,2.0,7.0,0,0
operating,3.0,14000000.0,2.0,33.0,3.82,0,0
operating,,,1.0,2.0,3.5,0,0
operating,,,,4.0,3.67,0,0
operating,,,,1.0,7.0,0,0
operating,3.0,3325014.0,2.0,23.0,4.08,0,0
operating,1.0,240000.0,2.0,3.0,3.93,0,0
operating,,,2.0,14.0,4.58,0,0
operating,,,,1.0,17.0,0,0
operating,,,,,5.08,0,0
operating,2.0,35000000.0,1.0,11.0,17.0,0,0
operating,,,1.0,1.0,8.0,0,0
operating,1.0,1000000.0,2.0,18.0,3.67,0,0
operating,4.0,8699999.0,3.0,29.0,9.08,0,0
operating,2.0,2453500.0,1.0,1.0,7.0,0,0
operating,,,3.0,3.0,5.42,0,0
operating,,,,,12.0,0,0
operating,,,,,3.49,0,0
operating,,,1.0,1.0,2.41,0,0
operating,,,,6.0,7.0,0,0
operating,2.0,1350000.0,1.0,8.0,4.1,0,0
operating,,,1.0,4.0,3.49,0,0
operating,2.0,5100000.0,2.0,9.0,4.0,0,0
operating,,,1.0,3.0,4.25,0,0
acquired,1.0,4000000.0,1.0,9.0,7.0,1,1
operating,3.0,30499992.0,1.0,8.0,5.0,0,0
operating,,,1.0,1.0,4.25,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,4.0,10.53,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,1.0,4.24,0,0
operating,1.0,8000000.0,2.0,8.0,3.55,0,0
closed,1.0,2600000.0,,,11.25,0,0
operating,4.0,14025457.0,2.0,7.0,6.83,0,0
operating,,,,,8.69,0,0
acquired,,,,1.0,7.0,1,1
operating,3.0,23000000.0,5.0,9.0,7.58,0,0
operating,,,,3.0,7.0,0,0
operating,,,1.0,4.0,4.99,0,0
operating,2.0,2250000.0,2.0,5.0,5.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,,5.0,0,0
operating,,,1.0,4.0,8.0,0,0
operating,,,1.0,2.0,8.5,0,0
operating,,,1.0,2.0,5.0,0,0
operating,,,1.0,3.0,3.71,0,0
operating,1.0,75000.0,2.0,8.0,9.04,0,0
operating,1.0,1900000.0,3.0,4.0,4.0,0,0
operating,3.0,2200000.0,1.0,2.0,7.0,0,0
ipo,,,,3.0,7.0,1,1
operating,,,,2.0,6.47,0,0
operating,2.0,7893359.0,1.0,15.0,11.0,0,0
operating,3.0,2400000.0,1.0,2.0,4.16,0,0
ipo,,,1.0,7.0,7.0,1,1
operating,1.0,350000.0,,,7.0,0,0
operating,,,1.0,4.0,3.59,0,0
operating,3.0,15950000.0,1.0,14.0,16.0,0,0
operating,,,,8.0,6.47,0,0
operating,2.0,7500000.0,3.0,5.0,7.4,0,0
operating,,,1.0,1.0,3.75,0,0
operating,,,1.0,1.0,3.58,0,0
operating,,,1.0,3.0,3.91,0,0
acquired,2.0,9000000.0,,25.0,9.75,1,1
operating,,,,,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,2.0,4300000.0,3.0,13.0,4.0,0,0
operating,,,,,8.5,0,0
operating,,,,1.0,23.0,0,0
operating,,,,1.0,17.75,0,0
operating,,,1.0,4.0,15.0,0,0
operating,,,,3.0,7.0,0,0
operating,,,1.0,,15.0,0,0
operating,,,,2.0,9.25,0,0
operating,,,,2.0,7.0,0,0
operating,,,,5.0,5.58,0,0
operating,,,,2.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,,22.0,0,0
operating,,,1.0,8.0,3.84,0,0
operating,,,2.0,1.0,4.25,0,0
operating,2.0,387000.0,3.0,2.0,3.58,0,0
operating,,,,,4.33,0,0
operating,,,,,3.23,0,0
operating,1.0,5200000.0,1.0,3.0,7.0,0,0
operating,2.0,1514205.0,,2.0,7.0,0,0
operating,,,,,7.0,0,0
operating,4.0,123000000.0,2.0,10.0,3.47,0,0
operating,1.0,,1.0,5.0,7.0,0,0
operating,,,,3.0,7.0,0,0
operating,,,,,6.89,0,0
operating,,,,3.0,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,7.0,0,0
acquired,5.0,31000000.0,4.0,14.0,11.0,1,1
operating,,,,,13.33,0,0
operating,,,,,16.14,0,0
operating,,,1.0,11.0,20.0,0,0
operating,,,1.0,1.0,5.08,0,0
operating,,,2.0,1.0,5.75,0,0
operating,,,2.0,2.0,3.69,0,0
closed,3.0,650000.0,,,3.5,0,0
ipo,1.0,2600000.0,2.0,5.0,7.0,1,1
operating,,,1.0,5.0,7.84,0,0
operating,,,1.0,5.0,15.49,0,0
operating,,,1.0,4.0,11.0,0,0
operating,,,,,14.0,0,0
operating,,,2.0,2.0,4.0,0,0
operating,,,1.0,4.0,3.53,0,0
operating,,,,4.0,10.0,0,0
closed,,,,1.0,1.58,0,0
operating,1.0,750000.0,2.0,4.0,7.0,0,0
operating,,,2.0,6.0,3.5,0,0
operating,,,,1.0,56.0,0,0
operating,1.0,1500000.0,1.0,5.0,3.75,0,0
operating,,,,,7.0,0,0
operating,,,1.0,4.0,4.0,0,0
operating,,,,,5.0,0,0
operating,,,2.0,1.0,8.54,0,0
operating,,,,2.0,3.75,0,0
operating,,,1.0,1.0,3.5,0,0
operating,,,2.0,1.0,4.82,0,0
operating,,,,,7.0,0,0
acquired,,,,6.0,7.0,1,1
operating,,,,,7.0,0,0
operating,1.0,20000.0,,6.0,4.48,0,0
operating,1.0,14600000.0,1.0,16.0,11.0,0,0
acquired,1.0,500000.0,,4.0,7.0,1,1
operating,,,1.0,1.0,7.0,0,0
operating,1.0,8000000.0,1.0,7.0,6.0,0,0
acquired,,,,,7.0,1,1
ipo,,,1.0,4.0,7.0,1,1
operating,1.0,10000000.0,,1.0,14.0,0,0
acquired,,,,,7.0,1,1
operating,,,,1.0,6.0,0,0
operating,1.0,,,2.0,7.0,0,0
operating,1.0,,,,7.0,0,0
ipo,,,1.0,2.0,7.0,1,1
acquired,,,,,7.0,1,1
operating,,,,1.0,7.0,0,0
operating,4.0,36341900.0,1.0,6.0,5.0,0,0
operating,,,,,24.0,0,0
operating,,,1.0,1.0,3.55,0,0
operating,,,,1.0,4.61,0,0
operating,,,1.0,4.0,3.75,0,0
operating,,,3.0,1.0,6.67,0,0
ipo,,,1.0,5.0,42.0,1,1
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,,7.0,0,0
closed,3.0,6005192.0,1.0,5.0,6.73,0,0
operating,,,,,7.0,0,0
operating,,,,,19.73,0,0
operating,1.0,,2.0,5.0,6.0,0,0
operating,,,1.0,7.0,7.0,0,0
operating,,,2.0,7.0,5.0,0,0
operating,1.0,10000000.0,2.0,3.0,4.84,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,6.0,0,0
operating,2.0,8000000.0,3.0,7.0,3.75,0,0
operating,1.0,1500000.0,1.0,6.0,10.0,0,0
operating,,,,5.0,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,2.0,3500000.0,,,7.0,0,0
operating,2.0,11300000.0,,1.0,6.0,0,0
operating,,,1.0,7.0,21.0,0,0
operating,5.0,85500000.0,3.0,32.0,7.24,0,0
operating,,,,1.0,5.0,0,0
operating,,,1.0,,14.75,0,0
operating,,,,8.0,32.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,2.0,2.0,4.75,0,0
operating,,,,,7.58,0,0
operating,,,1.0,1.0,13.47,0,0
operating,3.0,17000000.0,2.0,5.0,4.42,0,0
acquired,,,1.0,8.0,16.0,1,1
operating,,,1.0,,7.0,0,0
operating,1.0,,1.0,1.0,9.0,0,0
operating,3.0,40000000.0,2.0,9.0,10.0,0,0
operating,,,1.0,1.0,4.15,0,0
operating,2.0,5850000.0,2.0,14.0,4.75,0,0
operating,,,1.0,4.0,5.25,0,0
operating,,,1.0,,4.0,0,0
operating,1.0,,1.0,5.0,3.75,0,0
operating,,,,,7.0,0,0
operating,,,1.0,2.0,3.5,0,0
operating,2.0,14112835.0,4.0,11.0,3.75,0,0
acquired,,,1.0,4.0,7.0,1,1
operating,,,,,15.0,0,0
operating,,,,1.0,6.0,0,0
operating,1.0,7200000.0,1.0,2.0,7.0,0,0
operating,,,1.0,1.0,9.58,0,0
operating,,,1.0,2.0,3.85,0,0
ipo,,,2.0,7.0,7.0,1,1
operating,,,1.0,1.0,4.16,0,0
operating,,,1.0,1.0,11.67,0,0
acquired,2.0,35000000.0,3.0,19.0,17.0,1,1
operating,,,1.0,6.0,7.0,0,0
operating,,,1.0,1.0,11.58,0,0
operating,,,,,31.0,0,0
acquired,,,,,7.0,1,1
operating,2.0,1000000.0,2.0,2.0,4.97,0,0
closed,5.0,13130000.0,1.0,1.0,7.41,0,0
operating,,,,,7.0,0,0
closed,,,1.0,1.0,13.01,0,0
operating,4.0,1510000.0,2.0,3.0,3.58,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,1.0,4.47,0,0
operating,,,1.0,1.0,3.75,0,0
operating,,,,1.0,6.0,0,0
acquired,,,,,23.0,1,1
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,3.0,3.76,0,0
operating,,,,5.0,6.0,0,0
ipo,,,1.0,5.0,7.0,1,1
operating,2.0,16135004.0,1.0,6.0,7.0,0,0
operating,,,,2.0,3.67,0,0
acquired,,,,,7.0,1,1
operating,,,,,8.71,0,0
operating,,,1.0,2.0,3.91,0,0
operating,2.0,90000000.0,2.0,16.0,4.0,0,0
operating,,,,1.0,7.42,0,0
operating,,,2.0,3.0,5.0,0,0
operating,,,,,7.0,0,0
acquired,,,,,7.0,1,1
acquired,1.0,3000000.0,,11.0,10.0,1,1
operating,,,,1.0,7.0,0,0
operating,1.0,,,1.0,7.0,0,0
operating,2.0,42999500.0,1.0,3.0,16.0,0,0
operating,,,1.0,1.0,4.0,0,0
acquired,,,,,7.0,1,1
operating,,,,,7.0,0,0
operating,,,3.0,1.0,3.97,0,0
operating,,,,,11.0,0,0
operating,3.0,20071510.0,2.0,1.0,4.84,0,0
operating,,,,1.0,7.0,0,0
operating,,,,4.0,105.0,0,0
operating,3.0,21123512.0,,4.0,9.0,0,0
operating,1.0,,1.0,2.0,7.0,0,0
operating,,,1.0,3.0,21.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,2.0,14.0,0,0
operating,,,,2.0,4.0,0,0
operating,,,,,12.0,0,0
operating,,,2.0,4.0,15.0,0,0
operating,2.0,7000000.0,1.0,9.0,5.88,0,0
operating,,,2.0,3.0,7.0,0,0
operating,,,2.0,1.0,3.75,0,0
operating,,,1.0,2.0,4.08,0,0
acquired,1.0,5000000.0,3.0,4.0,7.0,1,1
operating,4.0,8868000.0,3.0,13.0,5.0,0,0
operating,,,1.0,3.0,6.67,0,0
operating,,,1.0,2.0,4.56,0,0
ipo,,,1.0,3.0,7.0,1,1
operating,,,1.0,3.0,3.61,0,0
operating,,,1.0,4.0,4.0,0,0
operating,,,1.0,1.0,4.0,0,0
acquired,2.0,,2.0,5.0,4.0,1,1
operating,2.0,1200000.0,2.0,3.0,5.0,0,0
operating,,,1.0,,13.0,0,0
operating,2.0,2288803.0,2.0,11.0,3.96,0,0
operating,,,1.0,12.0,13.0,0,0
closed,1.0,5000000.0,,,4.41,0,0
operating,,,,3.0,6.58,0,0
operating,,,2.0,4.0,4.21,0,0
acquired,2.0,400000.0,,7.0,7.0,1,1
operating,2.0,20000000.0,2.0,5.0,5.25,0,0
operating,2.0,3387542.0,,4.0,12.0,0,0
operating,,,,,39.0,0,0
acquired,,,,,7.0,1,1
closed,1.0,,,,8.03,0,0
operating,,,1.0,6.0,4.42,0,0
operating,,,1.0,4.0,4.0,0,0
closed,1.0,300000.0,,,7.0,0,0
operating,,,,2.0,5.4,0,0
operating,,,1.0,1.0,2.75,0,0
operating,,,1.0,6.0,10.75,0,0
operating,,,1.0,4.0,4.0,0,0
operating,2.0,85000.0,2.0,1.0,3.75,0,0
operating,,,,3.0,17.0,0,0
operating,3.0,2222500.0,1.0,7.0,3.46,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,2.0,1.0,6.41,0,0
operating,,,,,3.84,0,0
operating,,,1.0,6.0,5.03,0,0
operating,,,2.0,2.0,5.62,0,0
operating,,,,,24.0,0,0
operating,,,1.0,2.0,15.0,0,0
operating,,,1.0,2.0,11.05,0,0
operating,,,,2.0,4.0,0,0
operating,,,1.0,1.0,4.91,0,0
operating,,,,,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
closed,,,1.0,4.0,7.0,0,0
operating,1.0,1100000.0,1.0,,5.32,0,0
operating,,,1.0,10.0,7.0,0,0
operating,,,,,25.28,0,0
acquired,1.0,1000000.0,4.0,4.0,7.67,1,1
operating,,,3.0,4.0,3.44,0,0
acquired,3.0,3282327.0,2.0,4.0,4.75,1,1
operating,,,2.0,4.0,29.96,0,0
acquired,,,,,7.0,1,1
operating,,,,1.0,7.0,0,0
operating,2.0,1600000.0,1.0,7.0,3.6,0,0
operating,,,,1.0,7.0,0,0
acquired,2.0,983000.0,2.0,4.0,3.67,1,1
operating,,,1.0,5.0,7.0,0,0
operating,,,3.0,11.0,8.16,0,0
operating,,,,,7.0,0,0
operating,,,3.0,9.0,10.0,0,0
operating,2.0,300000.0,2.0,7.0,3.91,0,0
operating,,,2.0,1.0,6.0,0,0
operating,,,1.0,1.0,3.74,0,0
operating,1.0,600000.0,3.0,1.0,3.84,0,0
operating,,,1.0,1.0,3.62,0,0
operating,,,1.0,1.0,3.0,0,0
operating,1.0,375000.0,,,7.0,0,0
acquired,,,,,11.0,1,1
operating,1.0,450000.0,1.0,4.0,4.67,0,0
operating,,,1.0,1.0,3.78,0,0
operating,,,1.0,4.0,3.0,0,0
operating,,,,,13.97,0,0
operating,,,1.0,1.0,7.0,0,0
operating,1.0,21400000.0,4.0,3.0,17.0,0,0
operating,,,,,4.75,0,0
acquired,,,1.0,5.0,7.0,1,1
acquired,2.0,9000000.0,1.0,4.0,16.0,1,1
operating,,,,3.0,7.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,,2.0,6.36,0,0
operating,1.0,1000000.0,,3.0,19.0,0,0
operating,,,1.0,1.0,3.45,0,0
closed,1.0,,1.0,3.0,7.0,0,0
operating,3.0,5100000.0,2.0,8.0,5.0,0,0
operating,,,1.0,2.0,4.0,0,0
operating,,,,1.0,5.0,0,0
acquired,,,,,7.0,1,1
operating,2.0,2288352.0,2.0,5.0,3.73,0,0
operating,,,1.0,2.0,2.98,0,0
acquired,,,1.0,4.0,7.0,1,1
operating,,,1.0,6.0,20.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,2.88,0,0
acquired,,,,2.0,7.0,1,1
closed,1.0,1000000.0,,1.0,7.0,0,0
operating,1.0,,,,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
closed,2.0,1429763.0,2.0,1.0,5.04,0,0
operating,,,,,29.0,0,0
operating,1.0,1500.0,2.0,1.0,3.76,0,0
operating,,,,,3.53,0,0
operating,,,1.0,2.0,7.0,0,0
operating,2.0,1000000.0,2.0,11.0,6.58,0,0
operating,,,,5.0,6.77,0,0
operating,,,,6.0,3.8,0,0
operating,1.0,250000.0,1.0,2.0,5.06,0,0
operating,1.0,50000.0,1.0,7.0,5.0,0,0
operating,,,1.0,4.0,3.75,0,0
operating,,,,10.0,5.16,0,0
operating,,,,2.0,6.0,0,0
operating,,,,,4.0,0,0
operating,,,,,10.56,0,0
operating,,,1.0,3.0,3.82,0,0
operating,,,,3.0,8.0,0,0
operating,,,1.0,1.0,7.25,0,0
operating,,,,2.0,6.52,0,0
operating,,,3.0,21.0,4.0,0,0
closed,1.0,,,,7.0,0,0
operating,,,,3.0,6.58,0,0
operating,1.0,,,1.0,7.0,0,0
acquired,,,,1.0,16.0,1,1
operating,3.0,1750000.0,3.0,5.0,7.81,0,0
operating,,,1.0,,7.0,0,0
operating,2.0,500000.0,2.0,15.0,3.98,0,0
operating,,,1.0,1.0,5.0,0,0
operating,4.0,2968000.0,1.0,5.0,3.58,0,0
operating,,,,2.0,5.47,0,0
operating,,,1.0,2.0,4.16,0,0
operating,,,,,3.46,0,0
operating,,,2.0,3.0,4.5,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,2.0,5.0,7.0,0,0
operating,2.0,365000.0,2.0,5.0,3.91,0,0
operating,1.0,500000.0,1.0,1.0,12.0,0,0
operating,,,1.0,,33.3,0,0
operating,,,2.0,2.0,4.0,0,0
operating,,,1.0,2.0,12.08,0,0
acquired,2.0,675000.0,1.0,3.0,5.0,1,1
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,3.0,3.84,0,0
acquired,,,,1.0,7.0,1,1
operating,4.0,1551000.0,1.0,6.0,4.0,0,0
operating,1.0,150000.0,,1.0,7.0,0,0
operating,,,1.0,4.0,19.0,0,0
operating,,,,,3.57,0,0
operating,4.0,8810272.0,2.0,3.0,4.0,0,0
operating,,,1.0,3.0,7.98,0,0
closed,1.0,100000.0,2.0,3.0,2.92,0,0
closed,1.0,100000.0,2.0,3.0,1.5,0,0
operating,2.0,1750000.0,,3.0,3.68,0,0
acquired,5.0,32500000.0,3.0,31.0,8.08,1,1
acquired,,,,,7.0,1,1
operating,,,,,7.0,0,0
operating,4.0,1500000.0,2.0,8.0,3.91,0,0
operating,3.0,14750000.0,2.0,10.0,5.17,0,0
acquired,,,1.0,4.0,7.0,1,1
operating,1.0,10000000.0,,1.0,7.0,0,0
operating,1.0,25000.0,,,3.67,0,0
acquired,,,1.0,36.0,7.0,1,1
closed,1.0,200000.0,,1.0,1.25,0,0
operating,,,1.0,2.0,7.0,0,0
operating,1.0,2430000.0,,,9.0,0,0
closed,1.0,5000.0,1.0,2.0,2.1,0,0
operating,,,1.0,3.0,4.75,0,0
operating,1.0,125000.0,1.0,4.0,6.0,0,0
operating,,,,1.0,3.91,0,0
operating,,,,2.0,7.67,0,0
operating,,,,1.0,4.71,0,0
operating,,,2.0,2.0,3.57,0,0
acquired,2.0,8950000.0,2.0,24.0,4.03,1,1
operating,,,,1.0,5.33,0,0
operating,,,,,6.58,0,0
operating,,,1.0,1.0,4.14,0,0
operating,,,1.0,2.0,5.88,0,0
operating,,,2.0,1.0,7.0,0,0
acquired,,,1.0,1.0,7.0,1,1
operating,,,2.0,7.0,6.41,0,0
operating,3.0,98000000.0,3.0,11.0,3.58,0,0
operating,,,1.0,7.0,3.67,0,0
operating,,,1.0,5.0,3.75,0,0
operating,1.0,20000.0,1.0,1.0,3.55,0,0
operating,,,,3.0,17.0,0,0
operating,,,2.0,2.0,15.0,0,0
operating,,,1.0,3.0,4.25,0,0
operating,,,2.0,6.0,17.0,0,0
acquired,,,,3.0,7.0,1,1
operating,,,1.0,1.0,7.0,0,0
closed,2.0,32000000.0,4.0,14.0,7.37,0,0
operating,,,,1.0,7.0,0,0
operating,2.0,2175000.0,1.0,2.0,7.0,0,0
operating,2.0,7900000.0,2.0,15.0,10.0,0,0
operating,1.0,,,8.0,13.0,0,0
operating,,,1.0,4.0,7.0,0,0
operating,,,,,7.0,0,0
acquired,,,,1.0,7.0,1,1
operating,,,1.0,5.0,7.0,0,0
operating,,,1.0,1.0,3.87,0,0
operating,1.0,150000.0,,,4.79,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,1.0,1.0,10.0,0,0
operating,3.0,35500000.0,,5.0,17.0,0,0
operating,,,1.0,1.0,3.9,0,0
operating,1.0,18000000.0,,2.0,7.0,0,0
operating,3.0,10500000.0,1.0,8.0,9.0,0,0
operating,,,2.0,5.0,4.91,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,3.87,0,0
acquired,5.0,122500000.0,2.0,9.0,15.0,1,1
operating,1.0,250000.0,1.0,7.0,4.08,0,0
operating,1.0,25000.0,,2.0,5.42,0,0
operating,,,,3.0,15.0,0,0
operating,1.0,,1.0,3.0,3.66,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,3.0,4.05,0,0
operating,,,,3.0,3.84,0,0
operating,,,1.0,1.0,3.84,0,0
operating,,,1.0,1.0,3.82,0,0
operating,,,1.0,2.0,3.96,0,0
operating,,,2.0,4.0,3.61,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,4.0,4.0,0,0
operating,,,,,3.57,0,0
operating,,,1.0,2.0,9.83,0,0
operating,,,1.0,4.0,3.58,0,0
operating,,,,,7.0,0,0
operating,,,2.0,1.0,6.0,0,0
operating,2.0,745000.0,2.0,3.0,3.5,0,0
operating,,,2.0,2.0,3.67,0,0
operating,,,1.0,6.0,7.97,0,0
operating,,,1.0,2.0,3.84,0,0
operating,1.0,20000000.0,3.0,2.0,7.0,0,0
operating,,,1.0,6.0,7.0,0,0
operating,1.0,3000000.0,1.0,2.0,4.0,0,0
operating,1.0,2500000.0,2.0,3.0,4.0,0,0
operating,1.0,,1.0,2.0,7.0,0,0
operating,5.0,5727216.0,,9.0,4.0,0,0
operating,3.0,13500000.0,1.0,6.0,11.0,0,0
closed,1.0,,2.0,1.0,2.25,0,0
operating,,,1.0,4.0,3.84,0,0
operating,,,1.0,3.0,3.91,0,0
operating,,,1.0,1.0,3.58,0,0
operating,3.0,3925000.0,2.0,3.0,4.84,0,0
operating,,,,5.0,9.25,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,9.0,8.0,0,0
operating,,,1.0,2.0,5.0,0,0
acquired,3.0,12800000.0,2.0,11.0,8.0,1,1
operating,1.0,50000.0,,,2.58,0,0
operating,,,1.0,2.0,4.0,0,0
closed,1.0,20500000.0,,5.0,12.08,0,0
operating,3.0,1950000.0,2.0,7.0,5.97,0,0
operating,1.0,190000.0,1.0,1.0,7.0,0,0
operating,,,,3.0,8.0,0,0
operating,,,,1.0,3.75,0,0
operating,,,,,3.55,0,0
operating,,,1.0,3.0,4.0,0,0
operating,1.0,,1.0,4.0,4.33,0,0
acquired,3.0,50000.0,3.0,4.0,5.0,1,1
operating,,,2.0,8.0,15.0,0,0
operating,,,,1.0,18.75,0,0
operating,,,1.0,3.0,5.0,0,0
closed,2.0,,,3.0,6.42,0,0
operating,4.0,109496656.0,1.0,20.0,6.0,0,0
closed,1.0,,1.0,2.0,0.76,0,0
operating,1.0,200000000.0,,,7.0,0,0
operating,1.0,582000.0,,,7.0,0,0
operating,1.0,22500000.0,,,9.0,0,0
operating,1.0,7500000.0,,,7.0,0,0
operating,1.0,375000.0,1.0,3.0,3.75,0,0
operating,3.0,3613374.0,1.0,8.0,9.0,0,0
operating,,,,,7.46,0,0
operating,1.0,2500000.0,1.0,15.0,5.0,0,0
operating,3.0,20400000.0,,,12.0,0,0
operating,,,1.0,3.0,4.67,0,0
operating,,,1.0,1.0,4.16,0,0
operating,,,2.0,1.0,4.5,0,0
operating,,,1.0,1.0,7.0,0,0
operating,1.0,3400000.0,3.0,17.0,3.49,0,0
operating,2.0,85000.0,1.0,2.0,3.7,0,0
operating,,,,3.0,4.04,0,0
operating,,,,,14.0,0,0
operating,,,,1.0,3.67,0,0
operating,,,3.0,2.0,5.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,,1.0,5.0,0,0
operating,,,1.0,1.0,3.91,0,0
operating,2.0,2475000.0,2.0,2.0,15.0,0,0
operating,,,,,4.39,0,0
operating,,,1.0,1.0,14.0,0,0
operating,1.0,1000000.0,1.0,5.0,4.03,0,0
acquired,2.0,6000000.0,3.0,5.0,3.91,1,1
acquired,,,,,24.0,1,1
operating,3.0,7733333.0,,1.0,7.0,0,0
operating,1.0,9700000.0,,,7.0,0,0
operating,4.0,88500000.0,1.0,16.0,18.0,0,0
operating,4.0,4250000.0,2.0,5.0,3.47,0,0
closed,1.0,,,,1.1,0,0
operating,,,,,5.34,0,0
operating,1.0,750000.0,3.0,4.0,3.9,0,0
operating,1.0,1200000.0,1.0,4.0,3.58,0,0
operating,1.0,40000.0,1.0,9.0,3.91,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,1.0,1100000.0,3.0,3.0,3.88,0,0
operating,2.0,25000000.0,3.0,13.0,3.75,0,0
operating,,,,4.0,17.0,0,0
operating,1.0,200000.0,,1.0,3.83,0,0
operating,5.0,4290000.0,2.0,8.0,3.97,0,0
operating,,,,1.0,3.91,0,0
operating,,,1.0,2.0,3.91,0,0
operating,,,1.0,3.0,5.0,0,0
operating,,,,1.0,10.0,0,0
operating,1.0,3400000.0,2.0,4.0,3.33,0,0
operating,,,,18.0,32.0,0,0
operating,,,,,3.84,0,0
operating,2.0,1220000.0,2.0,3.0,3.84,0,0
operating,,,,3.0,7.47,0,0
operating,1.0,100000.0,1.0,1.0,5.0,0,0
operating,,,,5.0,6.0,0,0
operating,,,1.0,4.0,4.78,0,0
operating,,,1.0,1.0,21.0,0,0
acquired,,,,,7.0,1,1
operating,,,2.0,2.0,7.0,0,0
operating,,,,2.0,7.04,0,0
operating,1.0,310000.0,1.0,6.0,3.33,0,0
operating,2.0,16000000.0,2.0,14.0,9.0,0,0
operating,,,1.0,1.0,3.75,0,0
operating,,,1.0,2.0,6.0,0,0
operating,,,1.0,3.0,7.0,0,0
operating,2.0,40000.0,1.0,4.0,4.42,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,8.0,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,1.0,13.0,0,0
operating,2.0,4000000.0,1.0,2.0,8.0,0,0
acquired,,,4.0,4.0,16.0,1,1
operating,,,,1.0,12.69,0,0
acquired,1.0,1270000.0,2.0,7.0,5.83,1,1
operating,,,1.0,,6.74,0,0
operating,3.0,650000.0,,,4.16,0,0
operating,1.0,1200000.0,1.0,10.0,4.31,0,0
operating,,,1.0,1.0,6.0,0,0
operating,,,,,3.75,0,0
acquired,,,1.0,2.0,7.0,1,1
operating,2.0,6500000.0,2.0,6.0,5.0,0,0
operating,,,1.0,2.0,17.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,1.0,1.0,5.0,0,0
operating,,,1.0,1.0,3.67,0,0
operating,,,,,8.29,0,0
operating,,,1.0,1.0,3.84,0,0
operating,,,1.0,4.0,4.84,0,0
operating,,,,,3.43,0,0
operating,,,,,5.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,1.0,2.0,3.91,0,0
operating,3.0,10335613.0,,3.0,7.0,0,0
